region,Time,condition,Value,SE
AGR,173.3333,iaa_bi,-0.125163917,0.165292445
AGR,174.1667,iaa_bi,-0.116810271,0.166113475
AGR,175,iaa_bi,-0.107475951,0.166685717
AGR,175.8333,iaa_bi,-0.097285134,0.167004075
AGR,176.6667,iaa_bi,-0.086373995,0.167068494
AGR,177.5,iaa_bi,-0.074888419,0.166883615
AGR,178.3333,iaa_bi,-0.062981511,0.16645826
AGR,179.1667,iaa_bi,-0.050810977,0.165804778
AGR,180,iaa_bi,-0.038536412,0.164938273
AGR,180.8333,iaa_bi,-0.026316566,0.163875763
AGR,181.6667,iaa_bi,-0.014306631,0.1626353
AGR,182.5,iaa_bi,-0.002655606,0.161235115
AGR,183.3333,iaa_bi,0.008496196,0.159692828
AGR,184.1667,iaa_bi,0.019019462,0.158024779
AGR,185,iaa_bi,0.028797956,0.156245533
AGR,185.8333,iaa_bi,0.037730335,0.154367578
AGR,186.6667,iaa_bi,0.045731642,0.152401255
AGR,187.5,iaa_bi,0.052734475,0.150354914
AGR,188.3333,iaa_bi,0.058689795,0.148235295
AGR,189.1667,iaa_bi,0.063567368,0.146048088
AGR,190,iaa_bi,0.067355828,0.14379864
AGR,190.8333,iaa_bi,0.070062372,0.141492743
AGR,191.6667,iaa_bi,0.071712102,0.139137432
AGR,192.5,iaa_bi,0.07234702,0.136741724
AGR,193.3333,iaa_bi,0.072024713,0.13431723
AGR,194.1667,iaa_bi,0.070816764,0.131878572
AGR,195,iaa_bi,0.068806917,0.129443551
AGR,195.8333,iaa_bi,0.066089053,0.127033018
AGR,196.6667,iaa_bi,0.062765013,0.124670439
AGR,197.5,iaa_bi,0.058942328,0.122381136
AGR,198.3333,iaa_bi,0.054731904,0.120191238
AGR,199.1667,iaa_bi,0.050245718,0.118126397
AGR,200,iaa_bi,0.045594564,0.11621035
AGR,200.8333,iaa_bi,0.040885919,0.11446346
AGR,201.6667,iaa_bi,0.036221959,0.112901359
AGR,202.5,iaa_bi,0.031697769,0.111533868
AGR,203.3333,iaa_bi,0.027399787,0.110364298
AGR,204.1667,iaa_bi,0.023404516,0.109389253
AGR,205,iaa_bi,0.019777513,0.108598973
AGR,205.8333,iaa_bi,0.016572686,0.107978176
AGR,206.6667,iaa_bi,0.013831898,0.10750732
AGR,207.5,iaa_bi,0.011584888,0.107164151
AGR,208.3333,iaa_bi,0.009849486,0.106925352
AGR,209.1667,iaa_bi,0.008632128,0.106768155
